"","Word","Frequency"
"20952","dolmen",5.38537600942689e-07
"20953","dolomite",9.86196981726298e-07
"20954","dolomitic",7.23659901266738e-08
"20955","dolomitization",8.41465001472951e-09
"20956","dolor",1.38000260241564e-07
"20957","dolorous",6.05854801060525e-08
"20958","dolphin",7.66911202342447e-06
"20959","dolt",4.20732500736475e-08
"20960","doltish",5.0487900088377e-09
"20961","dom",8.56779664499759e-06
"20962","domain",4.9181946406091e-05
"20963","domainal",8.41465001472951e-09
"20964","domal",8.41465001472951e-09
"20965","domanial",6.73172001178361e-09
"20966","domba",3.19756700559721e-08
"20967","dome",1.59625910779419e-05
"20968","domer",4.20732500736475e-08
"20969","domesday",4.1904957073353e-06
"20970","domestic",4.49342310786556e-05
"20971","domesticable",1.51463700265131e-08
"20972","domestically",1.94041829339662e-06
"20973","domesticate",1.16122170203267e-07
"20974","domestication",1.47088082257472e-06
"20975","domesticity",1.7670765030932e-07
"20976","domett",1.19488030209159e-07
"20977","domeykite",3.3658600058918e-09
"20978","domic",1.00975800176754e-08
"20979","domical",2.86098100500803e-08
"20980","domicile",7.25342831269684e-07
"20981","domiciliary",5.04879000883771e-08
"20982","domiciliation",5.0487900088377e-09
"20983","dominance",8.30021077452919e-06
"20984","dominancy",3.3658600058918e-09
"20985","dominant",2.21086514487003e-05
"20986","dominantly",2.25512620394751e-07
"20987","dominate",6.58698803153026e-06
"20988","dominated",2.09861371367354e-05
"20989","dominatingly",3.3658600058918e-09
"20990","domination",5.98281616047268e-06
"20991","dominator",4.91415560860203e-07
"20992","domine",5.46952250957418e-07
"20993","domineer",1.00975800176754e-08
"20994","domineering",4.8468384084842e-07
"20995","dominical",1.73341790303428e-07
"20996","dominie",1.19488030209159e-07
"20997","dominion",1.0733727558789e-05
"20998","dominionism",2.23829690391805e-07
"20999","dominionist",5.04879000883771e-08
"21000","dominium",3.87073900677557e-08
"21001","domino",4.77615534836047e-06
"21002","dominus",1.04005074182057e-06
"21003","domn",2.01951600353508e-08
"21004","domnei",3.3658600058918e-09
"21005","domy",2.01951600353508e-08
"21006","don",6.55703187747782e-05
"21007","donate",2.45202901429218e-06
"21008","donated",1.37040990139885e-05
"21009","donation",5.29954657927664e-06
"21010","donative",3.70244600648098e-08
"21011","donator",4.37561800765934e-08
"21012","donax",8.91952901561328e-08
"21013","doncella",2.01951600353508e-08
"21014","done",8.48752088385707e-05
"21015","donee",2.52439500441885e-08
"21016","doney",5.38537600942689e-08
"21017","dong",4.89396044856668e-06
"21018","donga",2.97878610521425e-07
"21019","donjon",3.14707910550884e-07
"21020","donkey",6.07032852062587e-06
"21021","donkeyman",1.51463700265131e-08
"21022","donna",9.45133489654418e-06
"21023","donnish",6.73172001178361e-09
"21024","donor",4.24771532743546e-06
"21025","dont",1.7855887331256e-06
"21026","donum",5.2170830091323e-08
"21027","doob",1.6829300029459e-07
"21028","doocot",2.35610200412426e-08
"21029","doodad",2.52439500441885e-08
"21030","doodle",8.91952901561328e-07
"21031","doodlebug",1.026587301797e-07
"21032","doodler",8.41465001472951e-09
"21033","doohickey",3.3658600058918e-09
"21034","dook",3.70244600648098e-08
"21035","dool",1.34634400235672e-08
"21036","doolee",2.01951600353508e-08
"21037","dooley",1.30763661228897e-06
"21038","doolie",5.0487900088377e-09
"21039","dooly",2.77683450486074e-07
"21040","doom",1.18410955007274e-05
"21041","doomage",5.0487900088377e-09
"21042","doomer",1.34634400235672e-08
"21043","dooms",1.27902680223889e-07
"21044","doomsday",3.23627439566497e-06
"21045","doon",1.03836781181762e-06
"21046","door",4.42223516874095e-05
"21047","doorbell",2.94512750515533e-07
"21048","doorcase",3.3658600058918e-09
"21049","doored",3.3658600058918e-09
"21050","doorframe",2.35610200412426e-08
"21051","doorjamb",3.3658600058918e-09
"21052","doorkeeper",2.84415170497857e-07
"21053","doorknob",1.21170960212105e-07
"21054","doorless",1.6829300029459e-08
"21055","doorman",7.9266003138752e-07
"21056","doornail",8.41465001472951e-09
"21057","doorpost",3.19756700559721e-08
"21058","doorsill",8.41465001472951e-09
"21059","doorstep",6.9000130120782e-07
"21060","doorstop",6.56342701148902e-08
"21061","doorward",5.0487900088377e-09
"21062","doorway",1.69807637297241e-06
"21063","dooryard",3.02927400530262e-08
"21064","dop",6.71489071175415e-07
"21065","dopa",1.85122300324049e-07
"21066","dopatta",6.73172001178361e-09
"21067","dope",1.98754033347911e-06
"21068","doper",2.18780900382967e-08
"21069","dopey",1.63244210285752e-07
"21070","dopper",2.18780900382967e-08
"21071","doppia",4.03903200707016e-08
"21072","dor",2.2988823840241e-06
"21073","dorab",3.3658600058918e-08
"21074","dorado",3.02254228529084e-06
"21075","doree",4.20732500736475e-08
"21076","doria",1.15448998202089e-06
"21077","dorje",1.16290463203562e-06
"21078","dorlach",3.3658600058918e-09
"21079","dorm",1.59541764279271e-06
"21080","dormancy",5.77244991010444e-07
"21081","dormant",3.00907884526727e-06
"21082","dormer",4.56074030798339e-07
"21083","dormie",6.73172001178361e-09
"21084","dormition",5.95757221042849e-07
"21085","dormitory",3.06461553536449e-06
"21086","dormouse",2.99561540524371e-07
"21087","dormy",3.3658600058918e-09
"21088","dorn",1.3749538124068e-06
"21089","dorneck",1.00975800176754e-08
"21090","dornic",5.0487900088377e-09
"21091","dornick",1.51463700265131e-08
"21092","dornock",1.51463700265131e-08
"21093","dorp",3.58464090627477e-07
"21094","dorsal",4.50352068788323e-06
"21095","dorsale",3.19756700559721e-08
"21096","dorsalis",1.46414910256293e-07
"21097","dorsally",1.51463700265131e-07
"21098","dorsiflex",1.00975800176754e-08
"21099","dorsiflexion",5.38537600942689e-08
"21100","dorsiflexor",3.3658600058918e-09
"21101","dorsolateral",9.92928701738082e-08
"21102","dorsomedial",4.37561800765934e-08
"21103","dorsoventral",3.19756700559721e-08
"21104","dorsoventrally",1.17805100206213e-08
"21105","dorsum",4.37561800765934e-07
"21106","dorter",8.41465001472951e-09
"21107","dorts",7.90977101384574e-08
"21108","dory",8.63343091511248e-07
"21109","dos",1.93705243339073e-05
"21110","dosa",3.75293390656936e-07
"21111","dosage",1.98249154347027e-06
"21112","dose",7.60684361331548e-06
"21113","doser",1.00975800176754e-08
"21114","dosimeter",9.76099401708623e-08
"21115","dosimetric",8.41465001472951e-09
"21116","dosimetrist",1.6829300029459e-08
"21117","dosimetry",1.1107338019443e-07
"21118","dosis",3.87073900677557e-08
"21119","doss",2.84415170497857e-07
"21120","dossal",6.73172001178361e-09
"21121","dosser",1.00975800176754e-08
"21122","dossier",1.93705243339073e-06
"21123","dot",6.21371415687686e-05
"21124","dotage",3.53415300618639e-08
"21125","dotal",3.3658600058918e-09
"21126","dotard",3.3658600058918e-09
"21127","dotate",5.0487900088377e-09
"21128","dotation",6.73172001178361e-09
"21129","dotchin",1.17805100206213e-08
"21130","dote",6.22684101089984e-08
"21131","doted",1.09390450191484e-07
"21132","doting",1.69975930297536e-07
"21133","dotingly",5.0487900088377e-09
"21134","dotless",1.43049050250402e-07
"21135","dotted",4.73576502828977e-06
"21136","dotter",6.9000130120782e-08
"21137","dotterel",1.48097840259239e-07
"21138","dotting",1.73341790303428e-07
"21139","dotty",1.32951470232726e-07
"21140","doty",4.89732630857257e-07
"21141","douar",3.70244600648098e-08
"21142","double",7.18712087058077e-05
"21143","doubled",6.61728077158329e-06
"21144","doubleness",1.00975800176754e-08
"21145","doubler",1.51463700265131e-07
"21146","doublet",5.20025370910284e-07
"21147","doubleton",2.18780900382967e-08
"21148","doubletree",6.73172001178361e-08
"21149","doublets",1.63244210285752e-07
"21150","doubling",3.5307871461805e-06
"21151","doubloon",7.90977101384574e-08
"21152","doubly",8.212698414376e-07
"21153","doubt",1.85206446824196e-05
"21154","doubtable",5.0487900088377e-09
"21155","doubter",3.87073900677557e-08
"21156","doubtful",2.7936638048902e-06
"21157","doubtfully",1.36317330238618e-07
"21158","doubtfulness",3.3658600058918e-09
"21159","doubting",5.38537600942689e-07
"21160","doubtless",8.43147931475897e-07
"21161","doubtlessly",9.25611501620246e-08
"21162","douc",1.07707520188538e-07
"21163","douce",4.27464220748259e-07
"21164","doucet",3.55098230621585e-07
"21165","douche",1.58195420276915e-07
"21166","doudle",3.3658600058918e-09
"21167","dough",2.39480939419202e-06
"21168","doughboy",2.47390710433048e-07
"21169","doughface",1.17805100206213e-08
"21170","doughman",6.73172001178361e-09
"21171","doughnut",7.97708821396357e-07
"21172","doughty",9.47489591658543e-07
"21173","doughy",2.69268800471344e-08
"21174","doum",7.90977101384574e-08
"21175","doup",1.17805100206213e-08
"21176","dour",3.53415300618639e-07
"21177","dourine",3.3658600058918e-09
"21178","dourly",5.0487900088377e-09
"21179","dourness",6.73172001178361e-09
"21180","douse",1.00975800176754e-07
"21181","douser",2.01951600353508e-08
"21182","dout",2.01951600353508e-08
"21183","douter",3.3658600058918e-09
"21184","dove",7.2079892026173e-06
"21185","dovecot",8.24635701443492e-08
"21186","dovefoot",5.0487900088377e-09
"21187","dovehouse",6.73172001178361e-09
"21188","dovekie",1.51463700265131e-08
"21189","dover",1.63294698185841e-05
"21190","dovetail",2.40658990421264e-07
"21191","dovetailed",9.92928701738082e-08
"21192","dovish",5.72196201001607e-08
"21193","dow",5.33993689934735e-06
"21194","dowager",3.7983730166489e-06
"21195","dowcet",5.0487900088377e-09
"21196","dowd",1.57522248275736e-06
"21197","dowdy",2.30561410403589e-07
"21198","dowel",1.3968319024451e-07
"21199","dower",6.10903591069362e-07
"21200","dowerless",3.3658600058918e-09
"21201","dowery",8.41465001472951e-09
"21202","dowie",4.44293520777718e-07
"21203","dowitcher",1.46414910256293e-07
"21204","dowl",5.0487900088377e-09
"21205","down",0.000253176623783176
"21206","downbeat",8.11172261419925e-07
"21207","downcast",1.00975800176754e-07
"21208","downcomer",1.17805100206213e-08
"21209","downcurved",3.3658600058918e-08
"21210","downcut",1.17805100206213e-08
"21211","downdraft",2.38976060418318e-07
"21212","downer",8.02757611405195e-07
"21213","downfall",4.45976450780664e-06
"21214","downfallen",6.73172001178361e-09
"21215","downflow",8.41465001472951e-09
"21216","downfolded",5.0487900088377e-09
"21217","downgate",6.73172001178361e-09
"21218","downgrade",3.13024980547938e-07
"21219","downhaul",3.02927400530262e-08
"21220","downhearted",6.05854801060525e-08
"21221","downhill",3.36249414588591e-06
"21222","downland",3.26488420571505e-07
"21223","downline",2.86098100500803e-08
"21224","downpour",1.98585740347616e-07
"21225","downpouring",3.3658600058918e-09
"21226","downright",4.66171610816015e-07
"21227","downset",6.22684101089984e-08
"21228","downside",1.02490437179405e-06
"21229","downslope",1.38000260241564e-07
"21230","downspout",2.18780900382967e-08
"21231","downstage",1.34634400235672e-07
"21232","downstairs",1.00975800176754e-06
"21233","downstate",2.25512620394751e-07
"21234","downstream",6.06527973061703e-06
"21235","downstroke",5.04879000883771e-08
"21236","downswing",2.86098100500803e-08
"21237","downthrown",5.0487900088377e-09
"21238","downtown",5.01260701377437e-05
"21239","downtrend",2.35610200412426e-08
"21240","downtrodden",3.26488420571505e-07
"21241","downturn",1.8259790531963e-06
"21242","downward",4.29315443751499e-06
"21243","downwardly",3.02927400530262e-08
"21244","downweighted",8.41465001472951e-09
"21245","downwind",6.159523810782e-07
"21246","downy",6.71489071175415e-07
"21247","dowp",5.0487900088377e-09
"21248","dowry",1.34802693235967e-06
"21249","dowse",7.74147801355115e-08
"21250","dowser",4.71220400824852e-08
"21251","doxa",9.92928701738082e-08
"21252","doxastic",3.87073900677557e-08
"21253","doxographer",6.73172001178361e-09
"21254","doxography",1.85122300324049e-08
"21255","doxological",3.3658600058918e-09
"21256","doxology",2.45707780430102e-07
"21257","doxy",2.35610200412426e-08
"21258","doze",9.08782201590787e-08
"21259","dozed",3.02927400530262e-08
"21260","dozen",1.18562418707539e-05
"21261","dozer",2.38976060418318e-07
"21262","dozy",1.07707520188538e-07
"21263","drab",6.86635441201928e-07
"21264","drabble",2.84415170497857e-07
"21265","drably",6.73172001178361e-09
"21266","drabness",2.18780900382967e-08
"21267","drachm",1.1107338019443e-07
"21268","drachma",4.4765938078361e-07
"21269","drachmae",1.69975930297536e-07
"21270","drachmai",1.17805100206213e-08
"21271","dracma",1.51463700265131e-08
"21272","draconic",1.24536820217997e-07
"21273","draconites",3.3658600058918e-09
"21274","draconitic",1.00975800176754e-08
"21275","dracontiasis",3.3658600058918e-09
"21276","dracunculus",4.71220400824852e-08
"21277","draegerman",6.73172001178361e-09
"21278","draft",4.98618501272812e-05
"21279","draftee",8.07806401414033e-08
"21280","drafter",1.3968319024451e-07
"21281","drafting",3.27498178573272e-06
"21282","draftsman",4.56074030798339e-07
"21283","draftsmanship",5.2170830091323e-08
"21284","drafty",2.52439500441885e-08
"21285","drag",1.31672443430487e-05
"21286","dragged",3.3692258658977e-06
"21287","dragger",1.00975800176754e-08
"21288","dragging",1.49275891261301e-06
"21289","draggy",1.17805100206213e-08
"21290","dragline",1.49780770262185e-07
"21291","dragnet",9.22245641614354e-07
"21292","drago",8.56611371499464e-07
"21293","dragoman",1.04341660182646e-07
"21294","dragon",3.91786104685806e-05
"21295","dragoness",2.69268800471344e-08
"21296","dragonet",1.026587301797e-07
"21297","dragonfish",5.55366900972148e-08
"21298","dragonfly",1.71490567300187e-06
"21299","dragonhead",2.01951600353508e-08
"21300","dragonkind",1.85122300324049e-08
"21301","dragonlike",1.00975800176754e-08
"21302","dragonnade",1.85122300324049e-08
"21303","dragontail",1.00975800176754e-08
"21304","dragonwort",5.0487900088377e-09
"21305","dragoon",2.42678506424799e-06
"21306","dragrope",5.0487900088377e-09
"21307","dragsaw",3.3658600058918e-09
"21308","drail",3.3658600058918e-09
"21309","drain",5.77413284010739e-06
"21310","drainable",8.41465001472951e-09
"21311","drainage",8.54760148496223e-06
"21312","drainboard",5.0487900088377e-09
"21313","draine",6.22684101089984e-08
"21314","drained",4.46313036781253e-06
"21315","drainer",1.00975800176754e-08
"21316","drainpipe",5.72196201001607e-08
"21317","draisine",1.06024590185592e-07
"21318","drake",1.03786293281674e-05
"21319","dram",1.61729573283101e-06
"21320","drama",5.97069906445147e-05
"21321","dramalogue",1.34634400235672e-08
"21322","dramatic",2.22382370589271e-05
"21323","dramatical",1.00975800176754e-08
"21324","dramatically",9.03565118581655e-06
"21325","dramatics",3.04610330533208e-07
"21326","dramatism",5.0487900088377e-09
"21327","dramatist",4.68359419819844e-06
"21328","dramatization",5.11610720895554e-07
"21329","dramatize",1.38000260241564e-07
"21330","dramaturge",1.04341660182646e-07
"21331","dramaturgic",6.73172001178361e-09
"21332","dramaturgical",5.2170830091323e-08
"21333","dramaturgist",6.73172001178361e-09
"21334","dramaturgy",1.85122300324049e-07
"21335","drammer",3.3658600058918e-09
"21336","drang",4.86366770851366e-07
"21337","drank",1.83439370321103e-06
"21338","drant",3.3658600058918e-09
"21339","drape",2.32244340406534e-07
"21340","draper",3.75293390656936e-06
"21341","drapery",3.55098230621585e-07
"21342","drapetomania",1.51463700265131e-08
"21343","drastic",2.51766328440707e-06
"21344","drastically",3.79164129663712e-06
"21345","drat",5.89025501031066e-08
"21346","dratted",3.3658600058918e-09
"21347","draught",5.37191256940332e-06
"21348","draughts",5.97440151045795e-07
"21349","draughtsman",4.77952120836636e-07
"21350","draughtsmanship",6.9000130120782e-08
"21351","dravya",8.41465001472951e-09
"21352","draw",2.99140808023634e-05
"21353","drawable",3.3658600058918e-09
"21354","drawback",1.2319047621564e-06
"21355","drawbar",1.95219880341725e-07
"21356","drawbridge",6.96733021219603e-07
"21357","drawdown",2.25512620394751e-07
"21358","drawee",3.19756700559721e-08
"21359","drawer",8.53245511493572e-07
"21360","drawers",5.7892792101339e-07
"21361","drawfiling",3.3658600058918e-09
"21362","drawgear",6.73172001178361e-09
"21363","drawing",2.81251262092319e-05
"21364","drawknife",2.52439500441885e-08
"21365","drawl",1.58195420276915e-07
"21366","drawling",5.55366900972148e-08
"21367","drawloom",5.0487900088377e-09
"21368","drawn",3.37578929290918e-05
"21369","drawspan",1.6829300029459e-08
"21370","drawstring",6.9000130120782e-08
"21371","drawtube",6.73172001178361e-09
"21372","dray",1.88488160329941e-07
"21373","drayage",1.34634400235672e-08
"21374","drayman",2.01951600353508e-08
"21375","dread",1.81588147317863e-06
"21376","dreader",5.0487900088377e-09
"21377","dreadful",1.23863648216818e-06
"21378","dreadfully",1.07707520188538e-07
"21379","dreadfulness",3.3658600058918e-09
"21380","dreadly",3.3658600058918e-09
"21381","dreadnought",1.53819802269255e-06
"21382","dream",3.80325351365744e-05
"21383","dreamer",1.83944249321987e-06
"21384","dreamery",5.0487900088377e-09
"21385","dreamily",3.70244600648098e-08
"21386","dreaminess",1.6829300029459e-08
"21387","dreamish",6.73172001178361e-09
"21388","dreamland",9.57587171676218e-07
"21389","dreamless",5.04879000883771e-08
"21390","dreamlike",2.44024850427156e-07
"21391","dreamt",4.83000910845474e-07
"21392","dreamworld",3.3658600058918e-07
"21393","dreamy",4.30830080754151e-07
"21394","drear",2.69268800471344e-08
"21395","drearily",1.00975800176754e-08
"21396","dreariness",2.18780900382967e-08
"21397","dreary",3.50049440612748e-07
"21398","dredge",5.60415690980985e-07
"21399","dredger",1.17805100206213e-07
"21400","dredging",1.23022183215345e-06
"21401","dree",5.04879000883771e-08
"21402","dreg",3.53415300618639e-08
"21403","dregs",3.4500065060391e-07
"21404","dreiling",1.17805100206213e-08
"21405","drench",6.05854801060525e-08
"21406","drencher",3.3658600058918e-09
"21407","drenching",6.9000130120782e-08
"21408","dreng",1.51463700265131e-08
"21409","drepanium",5.0487900088377e-09
"21410","drepanoid",5.0487900088377e-09
"21411","dress",1.75378135606992e-05
"21412","dressage",1.11746552195608e-06
"21413","dressed",1.03819951881733e-05
"21414","dresser",1.19488030209159e-06
"21415","dressiness",5.0487900088377e-09
"21416","dressing",4.21405672737654e-06
"21417","dressmaker",1.91854020335833e-07
"21418","dressmaking",8.75123601531869e-08
"21419","dressy",7.57318501325656e-08
"21420","drest",1.36317330238618e-07
"21421","drew",3.07185213437715e-05
"21422","drewite",3.3658600058918e-09
"21423","dribble",2.96195680518479e-07
"21424","dribbler",4.03903200707016e-08
"21425","dried",7.03296448231092e-06
"21426","drier",1.4557344525482e-06
"21427","driest",8.02757611405195e-07
"21428","drift",6.26891426097348e-06
"21429","drifter",6.26049961095875e-07
"21430","drifting",2.00773549351446e-06
"21431","driftless",3.33220140583289e-07
"21432","driftway",3.3658600058918e-09
"21433","driftwood",7.00098881225495e-07
"21434","drill",7.20630627261435e-06
"21435","driller",3.28171350574451e-07
"21436","drilling",4.63647215811596e-06
"21437","drillmaster",3.3658600058918e-09
"21438","drink",2.05485753359695e-05
"21439","drinkability",1.17805100206213e-08
"21440","drinkable",1.54829560271023e-07
"21441","drinker",1.20834374211516e-06
"21442","drinking",1.65297384889346e-05
"21443","drip",8.97001691570166e-07
"21444","dripper",1.85122300324049e-08
"21445","dripping",6.8158665119309e-07
"21446","dripple",1.51463700265131e-08
"21447","drippy",2.01951600353508e-08
"21448","dripstick",1.34634400235672e-08
"21449","dripstone",4.20732500736475e-08
"21450","drisheen",5.0487900088377e-09
"21451","drisk",3.3658600058918e-09
"21452","drivable",1.12756310197375e-07
"21453","drive",7.52926054017967e-05
"21454","driveaway",3.3658600058918e-09
"21455","drivel",2.64220010462507e-07
"21456","driven",2.25159205094132e-05
"21457","driver",5.21910252513583e-05
"21458","driverless",2.3392727040948e-07
"21459","driveway",6.63074421160685e-07
"21460","driving",3.23896708366968e-05
"21461","drizzle",2.67585870468398e-07
"21462","drizzly",2.18780900382967e-08
"21463","drogue",4.27464220748259e-07
"21464","droit",1.13429482198554e-06
"21465","droll",1.90171090332887e-07
"21466","drollery",2.86098100500803e-08
"21467","drolly",1.00975800176754e-08
"21468","drome",1.04341660182646e-07
"21469","dromedary",1.69975930297536e-07
"21470","dromomania",3.3658600058918e-09
"21471","dromos",5.04879000883771e-08
"21472","dromotropic",1.17805100206213e-08
"21473","drona",3.33220140583289e-07
"21474","drone",2.86602979501687e-06
"21475","droner",3.3658600058918e-09
"21476","drongo",4.40927660771826e-07
"21477","drool",1.06024590185592e-07
"21478","droop",3.33220140583289e-07
"21479","drooper",1.17805100206213e-08
"21480","drooping",3.3658600058918e-07
"21481","droopy",3.88756830680503e-07
"21482","drop",2.70833925374084e-05
"21483","drophead",1.44731980253348e-07
"21484","droplet",5.67147410992769e-07
"21485","droplight",1.17805100206213e-08
"21486","dropout",7.30391621278521e-07
"21487","dropper",1.17805100206213e-07
"21488","dropping",8.31030835454686e-06
"21489","droppingly",3.3658600058918e-09
"21490","dropseed",1.34634400235672e-08
"21491","dropsical",1.17805100206213e-08
"21492","dropsy",2.07000390362346e-07
"21493","dropt",2.18780900382967e-08
"21494","dropwise",1.34634400235672e-08
"21495","dropwort",6.9000130120782e-08
"21496","droshky",3.3658600058918e-09
"21497","dross",1.41366120247456e-07
"21498","drossel",5.0487900088377e-09
"21499","drostdy",1.17805100206213e-08
"21500","drought",4.97474108870809e-06
"21501","droughty",1.85122300324049e-08
"21502","drove",1.23930965416936e-05
"21503","drover",3.14707910550884e-07
"21504","drow",1.26051457220648e-06
"21505","drown",1.29249024226245e-06
"21506","drowner",5.0487900088377e-09
"21507","drowse",1.34634400235672e-08
"21508","drowsily",6.73172001178361e-09
"21509","drowsiness",4.42610590774772e-07
"21510","drowsy",2.17097970380021e-07
"21511","drub",5.2170830091323e-08
"21512","drubbing",1.09390450191484e-07
"21513","drucken",1.00975800176754e-08
"21514","drudge",7.59001431328602e-07
"21515","drudger",3.3658600058918e-09
"21516","drudgery",1.53146630268077e-07
"21517","druery",8.41465001472951e-09
"21518","drug",5.98012347246797e-05
"21519","drugger",5.0487900088377e-09
"21520","drugget",1.17805100206213e-08
"21521","druggist",1.69975930297536e-07
"21522","druggy",2.35610200412426e-08
"21523","drugless",5.0487900088377e-09
"21524","drugstore",6.79903721190144e-07
"21525","druid",1.72500325301955e-06
"21526","druidess",1.51463700265131e-08
"21527","druidic",2.03634530356454e-07
"21528","druidical",1.51463700265131e-08
"21529","druidism",7.90977101384574e-08
"21530","druidry",1.34634400235672e-07
"21531","drum",3.43098939700581e-05
"21532","drumbeat",1.43049050250402e-07
"21533","drumfire",3.3658600058918e-09
"21534","drumfish",6.73172001178361e-09
"21535","drumhead",3.7361046065399e-07
"21536","drumheads",6.05854801060525e-08
"21537","drumlin",2.74317590480182e-07
"21538","drumline",2.00268670350562e-07
"21539","drummer",2.34348002910217e-05
"21540","drumming",2.46212659430985e-06
"21541","drummy",8.41465001472951e-09
"21542","drumskin",1.17805100206213e-08
"21543","drumstick",1.63244210285752e-07
"21544","drung",4.54391100795393e-08
"21545","drunk",6.82596409194858e-06
"21546","drunkard",3.83708040671666e-07
"21547","drunken",2.98720075522898e-06
"21548","drunkenly",1.78390580312266e-07
"21549","drunkenness",9.45806661655597e-07
"21550","drupaceous",1.85122300324049e-08
"21551","drupal",6.59708561154793e-07
"21552","drupe",2.89463960506695e-07
"21553","drupelet",1.51463700265131e-08
"21554","druse",7.06830601237279e-08
"21555","drusy",1.00975800176754e-08
"21556","dry",3.54189448419994e-05
"21557","dryad",2.76000520483128e-07
"21558","dryas",4.86366770851366e-07
"21559","drying",3.23290853565908e-06
"21560","dryish",8.41465001472951e-09
"21561","dryly",8.91952901561328e-08
"21562","dryness",4.8468384084842e-07
"21563","duad",1.00975800176754e-08
"21564","dual",2.19975780685059e-05
"21565","dualin",3.3658600058918e-09
"21566","dualism",1.39346604243921e-06
"21567","dualist",2.12049180371184e-07
"21568","dualistic",4.25781290745313e-07
"21569","dualistically",6.73172001178361e-09
"21570","duality",2.75832227482833e-06
"21571","dualization",1.34634400235672e-08
"21572","dualize",8.41465001472951e-09
"21573","dually",2.38976060418318e-07
"21574","dub",8.34733281461167e-06
"21575","dubash",2.01951600353508e-08
"21576","dubb",5.04879000883771e-08
"21577","dubba",5.0487900088377e-09
"21578","dubbeltje",3.3658600058918e-09
"21579","dubber",5.2170830091323e-08
"21580","dubbing",2.23324811390921e-06
"21581","dubby",2.69268800471344e-08
"21582","dubiety",8.41465001472951e-09
"21583","dubious",6.19318241084092e-06
"21584","dubiously",7.40489201296197e-08
"21585","dubiousness",1.34634400235672e-08
"21586","dubitative",4.20732500736475e-08
"21587","dubs",8.83538251546598e-07
"21588","ducal",1.90507676333476e-06
"21589","ducally",5.0487900088377e-09
"21590","ducat",3.75293390656936e-07
"21591","ducato",2.81049310491966e-07
"21592","duces",1.49780770262185e-07
"21593","duchess",1.64641042188198e-05
"21594","duchesse",6.8158665119309e-07
"21595","duchy",2.09474297466676e-05
"21596","duck",1.779530185115e-05
"21597","duckbill",7.57318501325656e-08
"21598","duckboard",1.85122300324049e-08
"21599","duckboat",5.0487900088377e-09
"21600","ducker",1.04341660182646e-07
"21601","duckfoot",6.73172001178361e-09
"21602","duckie",1.54829560271023e-07
"21603","ducking",2.62537080459561e-07
"21604","duckling",4.17366640730584e-07
"21605","duckpin",7.40489201296197e-08
"21606","duckpond",1.34634400235672e-08
"21607","duckweed",1.41366120247456e-07
"21608","duckwing",1.51463700265131e-08
"21609","duct",2.89800546507284e-06
"21610","ducted",2.55805360447777e-07
"21611","ductible",8.41465001472951e-09
"21612","ductile",5.52001040966256e-07
"21613","ductilely",8.41465001472951e-09
"21614","ductility",2.44024850427156e-07
"21615","duction",5.55366900972148e-08
"21616","ductless",3.3658600058918e-08
"21617","ductor",1.17805100206213e-08
"21618","ductule",3.3658600058918e-09
"21619","dud",6.02488941054633e-07
"21620","dudaim",3.3658600058918e-09
"21621","dude",2.33422391408597e-06
"21622","dudgeon",3.24805490568559e-07
"21623","dudish",3.3658600058918e-09
"21624","dudler",8.41465001472951e-09
"21625","dudley",1.25260480119263e-05
"21626","dudman",5.04879000883771e-08
"21627","due",0.000272097805806296
"21628","duel",7.66069737340974e-06
"21629","dueler",8.41465001472951e-09
"21630","dueling",8.46513791481789e-07
"21631","duelist",3.09659120542046e-07
"21632","duello",7.74147801355115e-08
"21633","duenna",2.35610200412426e-08
"21634","duer",1.83439370321103e-07
"21635","duet",7.14235493250241e-06
"21636","duff",4.93435076863738e-06
"21637","duffel",1.49780770262185e-07
"21638","duffer",3.02927400530262e-08
"21639","duffing",8.41465001472951e-09
"21640","dufter",3.3658600058918e-09
"21641","duftery",3.3658600058918e-09
"21642","dug",4.21910551738538e-06
"21643","dugal",1.85122300324049e-08
"21644","dugong",3.7361046065399e-07
"21645","dugout",1.29585610226834e-06
"21646","dugway",1.49780770262185e-07
"21647","duhat",1.00975800176754e-08
"21648","duiker",3.41634790598018e-07
"21649","duim",1.85122300324049e-08
"21650","duit",1.06024590185592e-07
"21651","dujan",3.3658600058918e-09
"21652","duke",0.000138875383843096
"21653","dukedom",1.38505139242448e-06
"21654","dukery",3.3658600058918e-09
"21655","dukeship",3.3658600058918e-09
"21656","dulcet",2.01951600353508e-08
"21657","dulcian",7.74147801355115e-08
"21658","dulciana",1.6829300029459e-08
"21659","dulcimer",7.60684361331548e-07
"21660","dulia",3.3658600058918e-08
"21661","dull",3.58464090627477e-06
"21662","dullard",2.69268800471344e-08
"21663","duller",5.46952250957418e-07
"21664","dullish",6.73172001178361e-09
"21665","dullness",1.27902680223889e-07
"21666","dully",4.88049700854312e-08
"21667","dulse",1.51463700265131e-08
"21668","dult",3.3658600058918e-09
"21669","duly",2.24839448393572e-06
"21670","dum",1.94715001340841e-06
"21671","duma",2.21473588387681e-06
"21672","dumb",3.06798139537038e-06
"21673","dumba",4.37561800765934e-08
"21674","dumbbell",3.56781160624531e-07
"21675","dumbledore",1.23527062216229e-06
"21676","dumbly",8.41465001472951e-09
"21677","dumbness",2.18780900382967e-08
"21678","dumdum",3.19756700559721e-08
"21679","dummy",3.22617681564729e-06
